sentence	label
i need a late flight from san francisco to boston on wednesday	14
i 'd like to go from boston to san francisco	14
i need a flight from baltimore to dallas tomorrow morning	14
what 're the cheapest nonstop flights from new york to miami one way	14
list all flights from orlando to kansas city then to minneapolis	14
in new york i 'll need to rent a car	21
i 'd like to know the earliest flight from boston to atlanta	14
could you tell me what the earliest flight that goes between atlanta and denver is which serves a meal	14
show me the flights from san francisco to boston	14
what are the flights from pittsburgh to denver	14
show me all flights from pittsburgh to baltimore on thursday	14
what time does the flight leave denver going to san francisco on continental airlines	19
what are the flights available after 3 pm between denver and san francisco	14
show me the flights from baltimore to boston	14
flights from pittsburgh to newark	14
what flight from boston to atlanta arrives earliest in atlanta	14
what is the schedule for flights between pittsburgh and boston on the evening of july ninth	19
i 'd like to fly from boston to oakland through denver	14
can you list all flights leaving from st. louis and arriving in milwaukee	14
show me flights from atlanta to washington dc leaving on thursday	14
show me all flights from san francisco to boston philadelphia or baltimore	14
show me the flights arriving at love field	14
do you have a night flight from washington to boston on august twenty seventh	14
show me all flights from san diego to dulles on boeing 767	14
what are the flights from boston to philadelphia	14
all round trip flights between new york and miami coach fare	14
i 'd like a flight from kansas city to los angeles that arrives in los angeles in the late afternoon	14
i 'd like a cheap flight from dallas to baltimore on january first	14
round trip fares from denver to philadelphia under 1000 dollars and pittsburgh to philadelphia under 1000 dollars	3
from phoenix to las vegas on saturday	14
my destination is san francisco i live in denver i would like a flight on august thirtieth in the morning on any airline that will get me there	14
show me the flights on delta from atlanta in the morning	14
i would like to fly from denver to pittsburgh	14
how can i get from indianapolis to montreal in the evening	14
list all arrivals from any airport to baltimore on thursday morning arriving before 9 am	14
show me the flights from miami to san diego with one stop in denver	14
tell me the last flight from atlanta to philadelphia	14
are there any flights between pittsburgh and baltimore using a j31 aircraft	14
may i please see airlines and flight numbers from new york to toronto on the same date june seventeenth also arriving in toronto before noon thank you	7
what are the flights from boston to orlando	14
i need a flight from baltimore to seattle that stops in minneapolis	14
what ground transportation is available in boston	21
what is the latest return flight from atlanta to boston	14
could you tell me about flights from philadelphia to dallas that arrives in the early afternoon	14
i need information on flights from kansas city missouri to salt lake city utah i am interested in only those flights on delta airlines	14
i would like a flight from oakland to philadelphia at one in the afternoon arriving at 5 pm	14
